สินค้า,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
#,รหัสสินค้า,ชื่อสินค้า,หมวดหมู่,หมวดหมู่ย่อย,หน่วยสินค้า,Barcode
3049,TTA68-XXL,(D2)ปลาคราฟพื้นเทา - koi(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTA68-XXL
3050,TTA68-XL,(C2)ปลาคราฟพื้นเทา - koi(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTA68-XL
3051,TTA68-L,(B2)ปลาคราฟพื้นเทา - koi(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTA68-L
3052,TTA68-M,(A2)ปลาคราฟพื้นเทา - koi(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTA68-M
3053,TTG30-3XL,"(E4)ยิ้มฟรี/Smiley face, free(3XL)",Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG30-3XL
3054,TTG55-3XL,(E4)ยิ้มสวยๆ - pretty smile(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG55-3XL
3055,TTG55-XXL,(D4)ยิ้มสวยๆ - pretty smile(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG55-XXL
3056,TTG55-XL,(C4)ยิ้มสวยๆ - pretty smile(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG55-XL
3057,TTG55-L,(B4)ยิ้มสวยๆ - pretty smile(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG55-L
3058,TTG55-M,(A4)ยิ้มสวยๆ - pretty smile(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG55-M
3059,TTG54-3XL,(E4) อิโมจิยิ้ม - smiley emoji(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG54-3XL
3060,TTG54-XXL,(D4) อิโมจิยิ้ม - smiley emoji(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG54-XXL
3061,TTG54-XL,(C4) อิโมจิยิ้ม - smiley emoji(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG54-XL
3062,TTG54-L,(B4) อิโมจิยิ้ม - smiley emoji(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG54-L
3063,TTG54-M,(A4) อิโมจิยิ้ม - smiley emoji(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG54-M
3064,BFTT02-XXL,Boxer Brief - Man (สีขาว)(XXL),Boxer Brief (Man),,ชิ้น,BFTT02-XXL
3065,BFTT03-3XL,Boxer Brief - Man (สีเทาดำ)(3XL),Boxer Brief (Man),,ชิ้น,BFTT03-3XL
3066,BFTT03-XXL,Boxer Brief - Man (สีเทาดำ)(XXL),Boxer Brief (Man),,ชิ้น,BFTT03-XXL
3067,BFTT03-XL,Boxer Brief - Man (สีเทาดำ)(XL),Boxer Brief (Man),,ชิ้น,BFTT03-XL
3068,BFTT03-L,Boxer Brief - Man (สีเทาดำ)(L),Boxer Brief (Man),,ชิ้น,BFTT03-L
3069,BFTT03-M,Boxer Brief - Man (สีเทาดำ)(M),Boxer Brief (Man),,ชิ้น,BFTT03-M
3070,BFTT02-3XL,Boxer Brief - Man (สีขาว)(3XL),Boxer Brief (Man),,ชิ้น,BFTT02-3XL
3071,BFTT01-3XL,Boxer Brief - Man (สีดำ)(3XL),Boxer Brief (Man),,ชิ้น,BFTT01-3XL
3072,TTG53-3XL,(E4)ลายใบไม้ - leaf(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG53-3XL
3073,TTG53-XXL,(D4)ลายใบไม้ - leaf(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG53-XXL
3074,TTG53-XL,(C4)ลายใบไม้ - leaf(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG53-XL
3075,TTG53-L,(B4)ลายใบไม้ - leaf(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG53-L
3076,TTG53-M,(A4)ลายใบไม้ - leaf(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG53-M
3077,TTG52-3XL,(E4)ลายดอกซากุระ - cherry blossom(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG52-3XL
3078,TTG52-XXL,(D4)ลายดอกซากุระ - cherry blossom((XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG52-XXL
3079,TTG52-XL,(C4)ลายดอกซากุระ - cherry blossom(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG52-XL
3080,TTG52-L,(B4)ลายดอกซากุระ - cherry blossom(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG52-L
3081,TTG52-M,(A4)ลายดอกซากุระ - cherry blossom(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG52-M
3082,TTF07-3XL,(E3) อโวคาโด้-เขียวมิ้น(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF07-3XL
3083,TTF33-3XL,(E3) ซูชิแซลมอนพื้นส้มอ่อน - Salmon Sushi(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTF33-3XL
3084,TTMM20-3XL,(E1)อวกาศมินิมอลพื้นเทาเข้ม - minimalist space(3XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size 3XL),,ชิ้น,TTMM20-3XL
3085,TTMM20-XXL,(D1)อวกาศมินิมอลพื้นเทาเข้ม - minimalist space(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTMM20-XXL
3086,TTMM20-XL,(C1)อวกาศมินิมอลพื้นเทาเข้ม - minimalist space(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTMM20-XL
3087,TTMM20-L,(B1)อวกาศมินิมอลพื้นเทาเข้ม - minimalist space(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTMM20-L
3088,TTMM20-M,(A1)อวกาศมินิมอลพื้นเทาเข้ม - minimalist space(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTMM20-M
3089,TTMM21-3XL,(E1)ค้อนมินิมอล - minimalist hammer(3XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size 3XL),,ชิ้น,TTMM21-3XL
3090,TTMM21-XXL,(D1)ค้อนมินิมอล - minimalist hammer(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTMM21-XXL
3091,TTMM21-XL,(C1)ค้อนมินิมอล - minimalist hammer(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTMM21-XL
3092,TTMM21-L,(B1)ค้อนมินิมอล - minimalist hammer(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTMM21-L
3093,TTMM21-M,(A1)ค้อนมินิมอล - minimalist hammer(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTMM21-M
3094,TTMM23-3XL,(E1)เลื่อยมินิมอล - minimalist saw(3XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size 3XL),,ชิ้น,TTMM23-3XL
3095,TTMM23-XXL,(D1)เลื่อยมินิมอล - minimalist saw(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTMM23-XXL
3096,TTMM23-XL,(C1)เลื่อยมินิมอล - minimalist saw(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTMM23-XL
3097,TTMM23-L,(B1)เลื่อยมินิมอล - minimalist saw(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTMM23-L
3098,TTMM23-M,(A1)เลื่อยมินิมอล - minimalist saw(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTMM23-M
3099,TTD157-3XL,(E5) สีพื้นเขียวมิ้น - Mint color(3XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size 3XL),,ชิ้น,TTD157-3XL
3100,TTP-024-3XL,(E5) สีพื้นม่วงพาสเทล - Pastel purple(3XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size 3XL),,ชิ้น,TTP-024-3XL
3101,TTP-034-3XL,(E5) สีพื้นเบจ - Beige(3XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size 3XL),,ชิ้น,TTP-034-3XL
3102,TTG49-3XL,(E4)ลายก้อนเมฆสีดำ - black clouds(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG49-3XL
3103,TTG49-XXL,(D4)ลายก้อนเมฆสีดำ - black clouds(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG49-XXL
3104,TTG49-XL,(C4)ลายก้อนเมฆสีดำ - black clouds(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG49-XL
3105,TTG49-L,(B4)ลายก้อนเมฆสีดำ - black clouds(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG49-L
3106,TTG49-M,(A4)ลายก้อนเมฆสีดำ - black clouds(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG49-M
3107,TTG48-3XL,(E4)ลายเสือดำขาว - white panther(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG48-3XL
3108,TTG48-XXL,(D4)ลายเสือดำขาว - white panther(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG48-XXL
3109,TTG48-XL,(C4)ลายเสือดำขาว - white panther(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG48-XL
3110,TTG48-L,(B4)ลายเสือดำขาว - white panther(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG48-L
3111,TTG48-M,(A4)ลายเสือดำขาว - white panther(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG48-M
3112,TTG47-3XL,(E4)ลายจุดดำพื้นขาว - black spot(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG47-3XL
3113,TTG47-XXL,(D4)ลายจุดดำพื้นขาว - black spot(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG47-XXL
3114,TTG47-XL,(C4)ลายจุดดำพื้นขาว - black spot(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG47-XL
3115,TTG47-L,(B4)ลายจุดดำพื้นขาว - black spot(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG47-L
3116,TTG47-M,(A4)ลายจุดดำพื้นขาว - black spot(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG47-M
3117,TTG50-3XL,(E4)ลายริ้วตรงดำ - straight streak(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTG50-3XL
3118,TTG50-XXL,(D4)ลายริ้วตรงดำ - straight streak(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTG50-XXL
3119,TTG50-XL,(C4)ลายริ้วตรงดำ - straight streak(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTG50-XL
3120,TTG50-L,(B4)ลายริ้วตรงดำ - straight streak(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTG50-L
3121,TTG50-M,(A4)ลายริ้วตรงดำ - straight streak(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTG50-M
3122,TTA67-3XL,(E2)เป็ดทักซิโด้ - Tuxedo Duck(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTA67-3XL
3123,TTA67-XXL,(D2)เป็ดทักซิโด้ - Tuxedo Duck(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTA67-XXL
3124,TTA67-XL,(C2)เป็ดทักซิโด้ - Tuxedo Duck(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTA67-XL
3125,TTA67-L,(B2)เป็ดทักซิโด้ - Tuxedo Duck(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTA67-L
3126,TTA67-M,(A2)เป็ดทักซิโด้ - Tuxedo Duck(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTA67-M
3127,TTA66-3XL,(E2)เป็ดโพกหัวลายจุด - turban duck(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTA66-3XL
3128,TTA66-XXL,(D2)เป็ดโพกหัวลายจุด - turban duck(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTA66-XXL
3129,TTA66-XL,(C2)เป็ดโพกหัวลายจุด - turban duck(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTA66-XL
3130,TTA66-L,(B2)เป็ดโพกหัวลายจุด - turban duck(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTA66-L
3131,TTA66-M,(A2)เป็ดโพกหัวลายจุด - turban duck(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTA66-M
3132,TTA65-3XL,(E2)ลายเป็ด Cool - Cool duck(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTA65-3XL
3133,TTA65-XXL,(D2)ลายเป็ด Cool - Cool duck(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTA65-XXL
3134,TTA65-XL,(C2)ลายเป็ด Cool - Cool duck(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTA65-XL
3135,TTA65-L,(B2)ลายเป็ด Cool - Cool duck(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTA65-L
3136,TTA65-M,(A2)ลายเป็ด Cool - Cool duck(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTA65-M
3137,TTA64-3XL,(E2)ลายพ่อครัวเป็ด - duck chef(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTA64-3XL
3138,TTA64-XXL,(D2)ลายพ่อครัวเป็ด - duck chef(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTA64-XXL
3139,TTA64-XL,(C2)ลายพ่อครัวเป็ด - duck chef(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTA64-XL
3140,TTA64-L,(B2)ลายพ่อครัวเป็ด - duck chef(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTA64-L
3141,TTA64-M,(A2)ลายพ่อครัวเป็ด - duck chef(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTA64-M
3142,TTD-27-3XL,(E2) แมวขุนโชติ - Khun Chot cat(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTD-27-3XL
3143,TTA63-3XL,(E2) สลอธตัวใหญ่พื้นเทาอ่อน - big sloth(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTA63-3XL
3144,TTA63-XXL,(D2) สลอธตัวใหญ่พื้นเทาอ่อน - big sloth(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTA63-XXL
3145,TTA63-XL,(C2) สลอธตัวใหญ่พื้นเทาอ่อน - big sloth(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTA63-XL
3146,TTA63-L,(B2) สลอธตัวใหญ่พื้นเทาอ่อน - big sloth(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTA63-L
3147,TTA63-M,(A2) สลอธตัวใหญ่พื้นเทาอ่อน - big sloth(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTA63-M
3148,TTA62-3XL,(E2)จระเข้พื้นเทา - crocodile(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTA62-3XL
3149,TTA62-XXL,(D2)จระเข้พื้นเทา - crocodile(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTA62-XXL
3150,TTA62-XL,(C2)จระเข้พื้นเทา - crocodile(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTA62-XL
3151,TTA62-L,(B2)จระเข้พื้นเทา - crocodile(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTA62-L
3152,TTA62-M,(A2)จระเข้พื้นเทา - crocodile(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTA62-M
3153,TTD142-3XL,(E2) บลูด็อก(หน้าเข้ม) - bulldog(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTD142-3XL
3154,TTD143-3XL,(E2) หมูน้อยพื้นชมพู - Pink pig(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTD143-3XL
3155,TTD154-3XL,(E2) ลายวัว - Cow pattern(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTD154-3XL
3156,TTD65-3XL,(E2) ม้าลาย - zebra(3XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size 3XL),,ชิ้น,TTD65-3XL
