สินค้า,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6
#,รหัสสินค้า,ชื่อสินค้า,หมวดหมู่,หมวดหมู่ย่อย,หน่วยสินค้า,Barcode
4592,TTF59-XXL,(D3) กล้วยหอมพื้นฟ้า - banana(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTF59-XXL
4593,TTF59-XL,(C3) กล้วยหอมพื้นฟ้า - banana(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTF59-XL
4594,TTF59-L,(B3) กล้วยหอมพื้นฟ้า - banana(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTF59-L
4595,TTF59-M,(A3) กล้วยหอมพื้นฟ้า - banana(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTF59-M
4596,TTD100-XXL,"(D1)แครอทพื้นกรม/ Carrot, navy blue(XXL)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD100-XXL
4597,TTD100-XL,"(C1)แครอทพื้นกรม/ Carrot, navy blue(XL)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD100-XL
4598,TTD100-L,"(B1)แครอทพื้นกรม/ Carrot, navy blue(L)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD100-L
4599,TTD100-M,"(A1) แครอทพื้นกรม/ Carrot, navy blue(M)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD100-M
4600,TTD88-XXL,"(D1)แครอทพื้นดำ/Carrot, black(XXL)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD88-XXL
4601,TTD88-XL,"(C1)แครอทพื้นดำ/Carrot, black(XL)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD88-XL
4602,TTD88-L,"(B1)แครอทพื้นดำ/Carrot, black(L)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD88-L
4603,TTD88-M,"(A1)แครอทพื้นดำ/Carrot, black(M)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD88-M
4604,TTD87-XXL,"(D1)สตอเบอรี่พื้นกรม/ Strawberry, Navy Background(XXL)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD87-XXL
4605,TTD87-XL,"(C1)สตอเบอรี่พื้นกรม/ Strawberry, Navy Background(XL)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD87-XL
4606,TTD87-L,"(B1)สตอเบอรี่พื้นกรม/Strawberry, Navy Background(L)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD87-L
4607,TTD87-M,"(A1) สตอเบอรี่พื้นกรม/Strawberry, Navy Background(M)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD87-M
4608,TTD86-XXL,"(D1)สตอเบอรี่พื้นดำ/Strawberry, black background(XXL)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD86-XXL
4609,TTD86-XL,"(C1)สตอเบอรี่พื้นดำ/Strawberry, black background(XL)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD86-XL
4610,TTD86-L,"(B1)สตอเบอรี่พื้นดำ/Strawberry, black background(L)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD86-L
4611,TTD86-M,"(A1) สตอเบอรี่พื้นดำ/Strawberry, black background(M)",Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD86-M
4612,TTA74-XXL,(D2)หมาบลูเทอเรียพื้นชมพูกะปิ/Blue terrier dog(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTA74-XXL
4613,TTA74-XL,(C2)หมาบลูเทอเรียพื้นชมพูกะปิ/Blue terrier dog(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTA74-XL
4614,TTA74-L,(B2)หมาบลูเทอเรียพื้นชมพูกะปิ/Blue terrier dog(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTA74-L
4615,TTA74-M,(A2)หมาบลูเทอเรียพื้นชมพูกะปิ/Blue terrier dog(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTA74-M
4616,TTA73-XXL,(D2)หมาไซบีเรียนพื้นพีช/Siberian dog(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTA73-XXL
4617,TTA73-XL,(C2)หมาไซบีเรียนพื้นพีช/Siberian dog(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTA73-XL
4618,TTA73-L,(B2)หมาไซบีเรียนพื้นพีช/Siberian dog(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTA73-L
4619,TTA73-M,(A2)หมาไซบีเรียนพื้นพีช/Siberian dog(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTA73-M
4620,TTD85-XXL,(D1)เพชรพื้นกรม(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD85-XXL
4621,TTD85-XL,(C1)เพชรพื้นกรม(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD85-XL
4622,TTD85-L,(B1)เพชรพื้นกรม(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD85-L
4623,TTD85-M,(A1) เพชรพื้นกรม(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD85-M
4624,TTD84-XXL,(D1)หนวดพื้นกรม(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD84-XXL
4625,TTD84-XL,(C1)หนวดพื้นกรม(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD84-XL
4626,TTD84-L,(B1)หนวดพื้นกรม(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD84-L
4627,TTD84-M,(A4) หนวดพื้นกรม(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD84-M
4628,TTD83-XXL,(D1)ดาวขาวพื้นดำ(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD83-XXL
4629,TTD83-XL,(C1)ดาวขาวพื้นดำ(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD83-XL
4630,TTD83-L,(B1)ดาวขาวพื้นดำ(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD83-L
4631,TTD83-M,(A1) ดาวขาวพื้นดำ(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD83-M
4632,TTD82-XXL,(D1)ดอกจิกพื้นกรม(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,
4633,TTD82-XL,(C1)ดอกจิกพื้นกรม(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD82-XL
4634,TTD82-L,(B1)ดอกจิกพื้นกรม(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD82-L
4635,TTD82-M,(A1)ดอกจิกพื้นกรม(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD82-M
4636,TTD81-XXL,(D2)เสือ(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD81-XXL
4637,TTD81-XL,(C2)เสือ(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD81-XL
4638,TTD81-L,(B2)เสือ(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD81-L
4639,TTD81-M,(A2)เสือ(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD81-M
4640,TTD80-XXL,(D2)แมวน้ำเงินเขียวมิ้น(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD80-XXL
4641,TTD80-XL,(C2)แมวน้ำเงินเขียวมิ้น(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD80-XL
4642,TTD80-L,(B2) แมวน้ำเงินเขียวมิ้น(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD80-L
4643,TTD80-M,(A2)แมวน้ำเงินเขียวมิ้น(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD80-M
4644,TTD79-XXL,(D4)เรนโบว์ชมพูฟ้า(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD79-XXL
4645,TTD79-XL,(C4) เรนโบว์ชมพูฟ้า(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD79-XL
4646,TTD79-L,(B4) เรนโบว์ชมพูฟ้า(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD79-L
4647,TTD79-M,(A4) เรนโบว์ชมพูฟ้า(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD79-M
4648,TTD78-XXL,(D4) เรนโบว์พีชเหลือง(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD78-XXL
4649,TTD78-XL,(C4) เรนโบว์พีชเหลือง(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD78-XL
4650,TTD78-L,(B4) เรนโบว์พีชเหลือง(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD78-L
4651,TTD78-M,(A4) เรนโบว์พีชเหลือง(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD78-M
4652,TTA86-XXL,(D2) ช้างพื้นครีม - elephant(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTA86-XXL
4653,TTA86-XL,(C2) ช้างพื้นครีม - elephant(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTA86-XL
4654,TTA86-L,(B2) ช้างพื้นครีม - elephant(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTA86-L
4655,TTA86-M,(A2) ช้างพื้นครีม - elephant(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTA86-M
4656,TTD76-XXL,(D3) ขนมหวานพื้นเทาอ่อน(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD76-XXL
4657,TTD76-XL,(C3)ขนมหวานพื้นเทาอ่อน(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD76-XL
4658,TTD76-L,(B3) ขนมหวานพื้นเทาอ่อน(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD76-L
4659,TTD76-M,(A3) ขนมหวานพื้นเทาอ่อน(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD76-M
4660,TTD75-XXL,(D4) ริ้วขวางเล็กขาวดำ(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD75-XXL
4661,TTD75-XL,(C4) ริ้วขวางเล็กขาวดำ(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD75-XL
4662,TTD75-L,(B4) ริ้วขวางเล็กขาวดำ(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD75-L
4663,TTD75-M,(A4) ริ้วขวางเล็กขาวดำ(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD75-M
4664,TTD74-XXL,(D4) สก็อตเล็กขาวดำ(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD74-XXL
4665,TTD74-XL,(C4) สก็อตเล็กขาวดำ(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD74-XL
4666,TTD74-L,(B4) สก็อตเล็กขาวดำ(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD74-L
4667,TTD74-M,(A4) สก็อตเล็กขาวดำ(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD74-M
4668,TTD73-XXL,(D4) แลบลิ้นเหลืองพื้นขาว(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD73-XXL
4669,TTD73-XL,(C4) แลบลิ้นเหลืองพื้นขาว(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD73-XL
4670,TTD73-L,(B4) แลบลิ้นเหลืองพื้นขาว(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD73-L
4671,TTD73-M,(A4) แลบลิ้นเหลืองพื้นขาว(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD73-M
4672,TTD72-XXL,(D3) สับปะรด-ใหญ่(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD72-XXL
4673,TTD72-XL,(C3) สับปะรด-ใหญ่(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD72-XL
4674,TTD72-L,(B3) สับปะรด-ใหญ่(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD72-L
4675,TTD72-M,(A3)สับปะรด-ใหญ่(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD72-M
4676,TTD71-XXL,(D3) สับปะรด-เล็ก(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD71-XXL
4677,TTD71-XL,(C3) สับปะรด-เล็ก(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD71-XL
4678,TTD71-L,(B3) สับปะรด-เล็ก(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD71-L
4679,TTD71-M,(A3) สับปะรด-เล็ก(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD71-M
4680,TTD70-XXL,(D1)ลายจุดพื้นกรมท่า(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,
4681,TTD70-XL,(C1)ลายจุดพื้นกรมท่า(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD70-XL
4682,TTD70-L,(B1)ลายจุดพื้นกรมท่า(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD70-L
4683,TTD70-M,(A1)ลายจุดพื้นกรมท่า(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD70-M
4684,TTD69-XXL,(D1)สมอเรือเล็กพื้นกรมท่า(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,
4685,TTD69-XL,(C1)สมอเรือเล็กพื้นกรมท่า(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD69-XL
4686,TTD69-L,(B1)สมอเรือเล็กพื้นกรมท่า(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD69-L
4687,TTD69-M,(A4) สมอเรือเล็กพื้นกรมท่า(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD69-M
4688,TTD68-XXL,(D1)ยีราฟพื้นกรมท่า(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,
4689,TTD68-XL,(C1)ยีราฟพื้นกรมท่า(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD68-XL
4690,TTA87-XXL,(E2) สลอธพื้นฟ้า - Sloth(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTA87
4691,TTA87-XL,(C2) สลอธพื้นฟ้า - Sloth(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTA87-XL
4692,TTD67-XXL,(D1)แมวพื้นกรมท่า(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,
4693,TTD67-XL,(C1)แมวพื้นกรมท่า(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD67-XL
4694,TTA87-L,(B2) สลอธพื้นฟ้า - Sloth(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTA87-L
4695,TTA87-M,(A2) สลอธพื้นฟ้า - Sloth(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTA87-M
4696,TTD66-XXL,(D4) ยิ้มใหญ่พื้นกรมท่า(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD66-XXL
4697,TTD66-XL,(C4) ยิ้มใหญ่พื้นกรมท่า(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD66-XL
4698,TTD66-L,(B4) ยิ้มใหญ่พื้นกรมท่า(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD66-L
4699,TTD66-M,(A4) ยิ้มใหญ่พื้นกรมท่า(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD66-M
4700,TTD65-XXL,(D2) ม้าลาย - zebra(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD65-XXL
4701,TTD65-XL,(C2) ม้าลาย - zebra(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD65-XL
4702,TTD65-L,(B2 ม้าลาย - zebra(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD65-L
4703,TTD65-M,(A2) ม้าลาย - zebra(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD65-M
4704,TTD64-XXL,(D4) ลายตารางสีดำขาว(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD64-XXL
4705,TTD64-XL,(C4) ลายตารางสีดำขาว(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD64-XL
4706,TTD64-L,(B4) ลายตารางสีดำขาว(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD64-L
4707,TTD64-M,(A4) ลายตารางสีดำขาว(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD64-M
4708,TTD63-XXL,(D4) ตัวหนังสือพื้นฟ้า(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD63-XXL
4709,TTD63-XL,(C4) ตัวหนังสือพื้นฟ้า(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD63-XL
4710,TTD63-L,(B4) ตัวหนังสือพื้นฟ้า(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD63-L
4711,TTD63-M,(A4) ตัวหนังสือพื้นฟ้า(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD63-M
4712,TTD62-XXL,(D4) ต้นมะพร้าวพื้นกรมท่า(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD62-XXL
4713,TTD62-XL,(C4) ต้นมะพร้าวพื้นกรมท่า(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD62-XL
4714,TTD62-L,(B4) ต้นมะพร้าวพื้นกรมท่า(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD62-L
4715,TTD62-M,(A4) ต้นมะพร้าวพื้นกรมท่า(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD62-M
4716,TTD61-XXL,(D4) เรือใบพื้นกรมท่า(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD61-XXL
4717,TTD61-XL,(C4) เรือใบพื้นกรมท่า(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD61-XL
4718,TTD61-L,(B4) เรือใบพื้นกรมท่า(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD61-L
4719,TTD61-M,(A4) เรือใบพื้นกรมท่า(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD61-M
4720,TTD60-XXL,(D4) ต้นมะพร้าวพื้นขาว(XXL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XXL),,ชิ้น,TTD60-XXL
4721,TTD60-XL,(C4) ต้นมะพร้าวพื้นขาว(XL),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size XL),,ชิ้น,TTD60-XL
4722,TTD60-L,(B4) ต้นมะพร้าวพื้นขาว(L),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size L),,ชิ้น,TTD60-L
4723,TTD60-M,(A4)ต้นมะพร้าวพื้นขาว(M),Boxer Short Printed Fabric (ผ้ายืดพิมพ์ลาย Size M),,ชิ้น,TTD60-M
4724,TTD59-XXL,(D1)กล้วยมินิมอล(พื้นดำ)(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,
4725,TTD59-XL,(C1)กล้วยมินิมอล(พื้นดำ)(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTD59-XL
4726,TTD59-L,(B1)กล้วยมินิมอล(พื้นดำ)(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTD59-L
4727,TTD59-M,(A1)กล้วยมินิมอล(พื้นดำ)(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTD59-M
4728,TT58-XXL,(D1)กล้วยมินิมอล(พื้นกรมท่า)(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,
4729,TT58-XL,(C1)กล้วยมินิมอล(พื้นกรมท่า)(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TT58-XL
4730,TT58-L,(B1)กล้วยมินิมอล(พื้นกรมท่า)(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TT58-L
4731,TT58-M,(A1)กล้วยมินิมอล(พื้นกรมท่า)(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TT58-M
4732,TTMM32-XXL,(D1) หมูมินิมอลพื้นดำ New - pig(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTMM32-XXL
4733,TTMM32-XL,(C1) หมูมินิมอลพื้นดำ New - pig(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TTMM32-XL
4734,TTMM32-L,(B1) หมูมินิมอลพื้นดำ New - pig(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TTMM32-L
4735,TTMM32-M,(A1) หมูมินิมอลพื้นดำ New - pig(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TTMM32-M
4736,TT56-XXL,(D1)หัวหมู(พื้นกรมท่า)(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,
4737,TT56-XL,(C1)หัวหมู(พื้นกรมท่า)(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TT56-XL
4738,TT56-L,(B1)หัวหมู(พื้นกรมท่า)(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TT56-L
4739,TT56-M,(A1)หัวหมู(พื้นกรมท่า)(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,TT56-M
4740,TT55-XXL,(D1)หน้าบึ้งเหลือง(พื้นดำ)/Frowning(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,
4741,TT55-XL,(C1)หน้าบึ้งเหลือง(พื้นดำ)/Frowning(XL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XL),,ชิ้น,TT55-XL
4742,TT55-L,(B1)หน้าบึ้งเหลือง(พื้นดำ)/Frowning(L),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size L),,ชิ้น,TT55-L
4743,TT55-M,(A1) หน้าบึ้งเหลือง(พื้นดำ)/Frowning(M),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size M),,ชิ้น,
4744,TTD54-XXL,(D1)หน้าบึ้งเหลือง(พื้นกรมท่า)/Frowning(XXL),Boxer Short Basic  Plain (ผ้ายืด ทั่วไปและสีพื้น Size XXL),,ชิ้น,TTD54-XXL
